,id,content,content_clean,sentiment,subjectivity,polarity,analysis
288,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9Uktev1WN3D,"@Bojan Bojovic Yes, a nation could be said to be a social construct, but referring to a nation as an ""hallucination"" is flat out false. An hallucination is by definition something that does not exist. Ideologies _do_ exist, and furthermore, ideology -- that which an individual truly believes -- is the single greatest determinant for what a person is or is not willing to do. Genetic predisposition is a distant second.

Regarding race: Humans are a _species._ Within that species are various races, just like within the species of dog there are various races, which we call ""breeds"". You are engaging in hardcore Reality Denial if you actually believe that race is a ""social construct"". I find it impossible to believe that you don't understand the difference between biology and ideology. That when you look at a Samoan, an Ethiopian, a Navajo, and an Englishman you see literally no difference -- because it's all made up! It's a social construct! They're identical!

All races of Man are the same species -- we're all human beings. That means that if all races on Earth fully intermarried, within several generations there would once again be only one race. But as of now, there are many different races, and each race has its own strengths and weaknesses.

This is called Science."," Bojovic Yes a nation could be said to be a social construct but referring to a nation as an hallucination is flat out false An hallucination is by definition something that does not exist Ideologies do exist and furthermore ideology  that which an individual truly believes  is the single greatest determinant for what a person is or is not willing to do Genetic predisposition is a distant second

Regarding race Humans are a species Within that species are various races just like within the species of dog there are various races which we call breeds You are engaging in hardcore Reality Denial if you actually believe that race is a social construct I find it impossible to believe that you dont understand the difference between biology and ideology That when you look at a Samoan an Ethiopian a Navajo and an Englishman you see literally no difference  because its all made up Its a social construct Theyre identical

All races of Man are the same species  were all human beings That means that if all races on Earth fully intermarried within several generations there would once again be only one race But as of now there are many different races and each race has its own strengths and weaknesses

This is called Science",1,0.42453416149068324,0.05269151138716357,Positive
289,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UkneZ5H1gX,"@Bojan Bojovic *""Nations are hallucinations.""*

Do you know where you got that false idea? A nation is not defined by geography, or even race -- a nation is defined by _ideology._ It is what a people _believe_ that sets it apart from other peoples. It is undeniable that there are very real, very stark differences between nations. To say that the difference between North Korea and England, or Mexico and the U.S.A., or Iran and Croatia is nothing more than ""hallucination"" is to engage in first-rate Reality Denial."," Bojovic Nations are hallucinations

Do you know where you got that false idea A nation is not defined by geography or even race  a nation is defined by ideology It is what a people believe that sets it apart from other peoples It is undeniable that there are very real very stark differences between nations To say that the difference between North Korea and England or Mexico and the USA or Iran and Croatia is nothing more than hallucination is to engage in firstrate Reality Denial",1,0.56375,-0.07125000000000004,Negative
290,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UVwnQfHqKS,"*""The Italians sure know how to make beautiful cars.""*

They sure used to, yes... They sure did...","The Italians sure know how to make beautiful cars

They sure used to yes They sure did",4,0.9166666666666666,0.5875,Positive
291,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UISuEi3_lP,Rubbish. Looks like any old Ferrari.,Rubbish Looks like any old Ferrari,1,0.2,0.1,Positive
292,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UCQhHdSAGZ,"@vjeran vlahovic I agree with you, great thing something good comes from this part of the world. :)
But as you know it has nothing to do with Croatia, it is Mate who created this magnificent piece of machine. Nations are hallucinations. :)"," vlahovic I agree with you great thing something good comes from this part of the world 
But as you know it has nothing to do with Croatia it is Mate who created this magnificent piece of machine Nations are hallucinations ",5,0.7833333333333333,0.8333333333333334,Positive
293,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UCPTEU21Lq,@Bojan Bojovic because it is.we cabt change that fact.car is made in croatia....thank god we finaly produce something....i wonder how hdz didnt robbed that company yet, Bojovic because it iswe cabt change that factcar is made in croatiathank god we finaly produce somethingi wonder how hdz didnt robbed that company yet,1,0.0,0.0,Neutral
294,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UB55ixJfYC,"@vjeran vlahovic Is this about your patriotism, should we say it is a Croatian car underneath? 🙂", vlahovic Is this about your patriotism should we say it is a Croatian car underneath 🙂,1,0.0,0.0,Neutral
295,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UB3tz98PTJ,@Bojan Bojovic pininfarina designed zastava florida bit that doeant make it a good car does it?, Bojovic pininfarina designed zastava florida bit that doeant make it a good car does it,4,0.6000000000000001,0.7,Positive
296,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UAskvx9FB-,@vjeran vlahovic Only..., vlahovic Only,1,1.0,0.0,Neutral
297,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9UAjFnn38BS,WRONG....italians didnt make it.they only designed its exterior and interior....,WRONGitalians didnt make itthey only designed its exterior and interior,1,1.0,0.0,Neutral
298,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9U21MrApes5,"@Blort Swampson True at some extent, however Italian cars look much better in metal.", Swampson True at some extent however Italian cars look much better in metal,3,0.3833333333333333,0.2833333333333333,Positive
299,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9TlhLf-KxqL,questionable taste. BAC MONO is a work of art to me,questionable taste BAC MONO is a work of art to me,5,1.0,-0.5,Negative
300,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9TbhG9jGQZ_,@Decenium looks like the generic supercar out of every video game, looks like the generic supercar out of every video game,5,0.2,-0.2,Negative
301,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9TafKkOxMLh,you really think so? I think this looks super generic and boring.....,you really think so I think this looks super generic and boring,2,0.4666666666666667,-0.11666666666666667,Negative
302,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9TNypO_Hczy,And it's owned by a indian company,And its owned by a indian company,5,0.0,0.0,Neutral
303,UgyE30UMo04snTdBSV94AaABAg.9THOR0mkXYh9TIAo9zjIit,Grazie mille!,Grazie mille,5,0.0,0.0,Neutral
304,UgxgdBVGYNMSpPI2knZ4AaABAg,"MCLAREN modeline benziyor. Güzel araba👏
Asphalt 8 Automobili pininfarina battista hâkimiyet kötü. Düzeltilmesi lazım. Araba şahane. Oyunda da öyle olması lazım. Teşekkürler.","MCLAREN modeline benziyor Güzel araba👏
Asphalt 8 Automobili pininfarina battista hâkimiyet kötü Düzeltilmesi lazım Araba şahane Oyunda da öyle olması lazım Teşekkürler",3,0.0,0.0,Neutral
305,Ugw9PEcgCpF1aAXjWEV4AaABAg,when a car made for emotions doesnt give any emotion but oh hey this is accelerates pretty fast,when a car made for emotions doesnt give any emotion but oh hey this is accelerates pretty fast,3,0.8,0.225,Positive
306,UgzDLzzF8XmJtcepDgF4AaABAg,"6:12  I noticed that the seat in wiggling a bit maybe just in test model, other than that this is my new favourite car of all time",612  I noticed that the seat in wiggling a bit maybe just in test model other than that this is my new favourite car of all time,5,0.4147727272727273,0.005681818181818177,Positive
307,Ugx8VFqqvesDznAy6id4AaABAg,"I guess I'm all about the engine, because without one I don't feel any exciting looking at this.",I guess Im all about the engine because without one I dont feel any exciting looking at this,2,0.8,0.3,Positive
308,UgxXZgN9u4FZf7O0pZB4AaABAg,"Even though it is visually and technically amazing, I will always feel there's something missing about these hyper EVs, something incomplete... 
it looks light, but weighs over 2 tons. It looks like it will make a beautiful noise that is as soulful as its design, but you barely hear anything at all... 
These hyper EVs will always feel like they're lacking the full experience no matter how fast they are compared to an ICE powered hypercar.","Even though it is visually and technically amazing I will always feel theres something missing about these hyper EVs something incomplete 
it looks light but weighs over 2 tons It looks like it will make a beautiful noise that is as soulful as its design but you barely hear anything at all 
These hyper EVs will always feel like theyre lacking the full experience no matter how fast they are compared to an ICE powered hypercar",2,0.4875,0.28125,Positive
309,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9Y9uL0u93QY,"​@Cars With Nate Just completely wrong would describe your reading of my comment 😆 I didn't say it was as quiet as an EV- I said it didn't sound better. Loud does not equal nice, as many Honda owners regularly demonstrate. Pops, bangs and a vacuum cleaner aren't a good combination of sounds!

To be clear though, I like the 992 Turbo S, it just doesn't sound great. Not that bad either to be fair, but the quiet of a good EV is very pleasant too...hence it sounds as good.","​ With Nate Just completely wrong would describe your reading of my comment 😆 I didnt say it was as quiet as an EV I said it didnt sound better Loud does not equal nice as many Honda owners regularly demonstrate Pops bangs and a vacuum cleaner arent a good combination of sounds

To be clear though I like the 992 Turbo S it just doesnt sound great Not that bad either to be fair but the quiet of a good EV is very pleasant toohence it sounds as good",2,0.5496794871794871,0.29725,Positive
310,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9WjH386D5Uf,Eventually all combustion engines will need to go away so yea you gotta slowly but surely embrace the change,Eventually all combustion engines will need to go away so yea you gotta slowly but surely embrace the change,3,0.6444444444444444,0.09999999999999998,Positive
311,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9UEjWytNwSu,"@Sebastian Stan what part of the Battista looks like a GT? Just because it's ""softer"" than the Nevera based on the same platform? The explanation is to show why your comparison made no sense, which doesn't strike to me as someone who would more than I'll ever know. Especially when you say that the SF90 will need even bigger motors and batteries to make the same amount of power as if it's the only way for it to make more HP as though you havent considered other conventional ways of increasing power for an ICE car in conjunction to the hybrid powertrain? You do realise you can make an ICE supercar produce close to 2000hp by sticking big turbos and the right tuning without weighing over 2 tons right? 
I get it, you are a huge fan of the Battista to the point that even your profile pic is of the car which is why your comparison is completely skewed. The only thing I can agree with you is that it looks better than the other 3 and that's about it."," Stan what part of the Battista looks like a GT Just because its softer than the Nevera based on the same platform The explanation is to show why your comparison made no sense which doesnt strike to me as someone who would more than Ill ever know Especially when you say that the SF90 will need even bigger motors and batteries to make the same amount of power as if its the only way for it to make more HP as though you havent considered other conventional ways of increasing power for an ICE car in conjunction to the hybrid powertrain You do realise you can make an ICE supercar produce close to 2000hp by sticking big turbos and the right tuning without weighing over 2 tons right 
I get it you are a huge fan of the Battista to the point that even your profile pic is of the car which is why your comparison is completely skewed The only thing I can agree with you is that it looks better than the other 3 and thats about it",2,0.5460317460317461,0.09325396825396826,Positive
312,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9UEd91-3fhn,"@MOHAVE  the Chiron is a damn Bugatti with shit tons of luxury and a big ass W16 engine and is one of the rare hypercars that weigh over 2 tons. The Gamera can carry 4 pax as a so called hypercar family car. How can you compare with these 2 examples? The SF90 is a fairer comparison, which is a hybrid 4wd Ferrari that is 1790kg around there and is already considered a heavier than normal Ferrari. And yet, this extreme hyper EV easily weighs heavier.",  the Chiron is a damn Bugatti with shit tons of luxury and a big ass W16 engine and is one of the rare hypercars that weigh over 2 tons The Gamera can carry 4 pax as a so called hypercar family car How can you compare with these 2 examples The SF90 is a fairer comparison which is a hybrid 4wd Ferrari that is 1790kg around there and is already considered a heavier than normal Ferrari And yet this extreme hyper EV easily weighs heavier,4,0.7138888888888889,0.09305555555555556,Positive
313,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9Tbq1TSz9w1,"@lychvy The 992 Turbo s sounds like shit. Terry is right. I'd rather have no sound than sound like a vacuum cleaner. His point is, ICE cars sound pretty crap as a whole these days that its actually better to have no sound than it is to have a bad sound", The 992 Turbo s sounds like shit Terry is right Id rather have no sound than sound like a vacuum cleaner His point is ICE cars sound pretty crap as a whole these days that its actually better to have no sound than it is to have a bad sound,1,0.5155677655677656,0.025183150183150198,Positive
314,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TNk3J0a72X,Literally you could hear the rocks hitting the undertray and fenders of the car. So lifeless…,Literally you could hear the rocks hitting the undertray and fenders of the car So lifeless…,1,0.0,0.0,Neutral
315,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TJRF56ucuR,"@skierpage BEVs have been sold commercially since 1884 and in the last decade more money has gone into developing them than any other technology. The first commercially sold hydrogen vehicle was in 2013, so the development has a *LOT* further to go- meaning those issues have a lot more room to improve.

BEVs mean digging materials up from the ground to power vehicles, which can never be fully recyclable...if that was a problem with fossil fuels, it's a problem with battery vehicles. Hydrogen is indeed less efficient and powerful, but power will come with development and efficiency only matters relative to electricity production- if that's clean, it's irrelevant.

We're a long way off the required development and infrastructure for hydrogen, but it is a much more sustainable technology, which is precisely the point. BEVs are bad for the environment, better than ICEs for sure, but bad- which makes the whole argument for them self defeating in the long run."," BEVs have been sold commercially since 1884 and in the last decade more money has gone into developing them than any other technology The first commercially sold hydrogen vehicle was in 2013 so the development has a LOT further to go meaning those issues have a lot more room to improve

BEVs mean digging materials up from the ground to power vehicles which can never be fully recyclableif that was a problem with fossil fuels its a problem with battery vehicles Hydrogen is indeed less efficient and powerful but power will come with development and efficiency only matters relative to electricity production if thats clean its irrelevant

Were a long way off the required development and infrastructure for hydrogen but it is a much more sustainable technology which is precisely the point BEVs are bad for the environment better than ICEs for sure but bad which makes the whole argument for them self defeating in the long run",3,0.49797453703703703,0.05885416666666669,Positive
316,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TJ-7tMHj4R,"I guess I don't care for the noise of gas cars. I can see why it's a detail that adds to the characteristic but one could arugue that it's obnoxious and distracting to the car overall. And something physically missing from the ICE cars is the torque. There is really nothing like that instant torque so if you want to get into a conversation about the driving experience physically, there's one detail that really matters. But for now, EV will be heavier until they make batteries lighter. I wonder when that day will come...and the lighter these get, the faster they get. Imagine how much room EV's have to grow considering how much room there is to improve in weight. That's somewhat scary of a thought but that'll be something.",I guess I dont care for the noise of gas cars I can see why its a detail that adds to the characteristic but one could arugue that its obnoxious and distracting to the car overall And something physically missing from the ICE cars is the torque There is really nothing like that instant torque so if you want to get into a conversation about the driving experience physically theres one detail that really matters But for now EV will be heavier until they make batteries lighter I wonder when that day will comeand the lighter these get the faster they get Imagine how much room EVs have to grow considering how much room there is to improve in weight Thats somewhat scary of a thought but thatll be something,3,0.31261904761904763,0.0033333333333333435,Positive
317,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TIxPPG9XCG,"@Apothecary Terry No, hydrogen is fundamentally crap. The Toyota Mirai is slow. A fuel cell simply can't produce much power, it has to be backed by a battery for bursts of power and to capture brake regen, at which point why are you bothering with a more expensive fuel? It's no lighter than a Model 3!

And nobody is making a hydrogen combustion car."," Terry No hydrogen is fundamentally crap The Toyota Mirai is slow A fuel cell simply cant produce much power it has to be backed by a battery for bursts of power and to capture brake regen at which point why are you bothering with a more expensive fuel Its no lighter than a Model 3

And nobody is making a hydrogen combustion car",1,0.4928571428571429,-0.15000000000000002,Negative
318,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TIPUJwJjra,It depends what the full experience is to a person. Not everyone buys a car to hear an engine roar. If you're a power head then yes you'd want your car to sound as powerful as if looks but that's not the point of this vehicle at all. It's just a beautiful car.,It depends what the full experience is to a person Not everyone buys a car to hear an engine roar If youre a power head then yes youd want your car to sound as powerful as if looks but thats not the point of this vehicle at all Its just a beautiful car,3,0.7375,0.475,Positive
319,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9THYAnXyofB,@Apothecary Terry * Formula 1 V10, Terry  Formula 1 V10,4,0.0,0.0,Neutral
320,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9THLotn7A6M,"@BrunoPOWEEER If the cordless drill had a V10 then *YES*.

John Cage wrote a piece of music called 4:33 which is just silence. Would you pick that over your favourite song/album/concerto/whatever?

I'm pro EV, but that's a terrible argument ☺"," If the cordless drill had a V10 then YES

John Cage wrote a piece of music called 433 which is just silence Would you pick that over your favourite songalbumconcertowhatever

Im pro EV but thats a terrible argument ☺",1,1.0,-1.0,Negative
321,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9THE7Z3wVfs,@RandomRobloxVids117 ok., ok,3,0.5,0.5,Positive
322,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9THDyVWcWEr,"I can drive electric supercars without hearing damage, can't do that in an ICE supercar",I can drive electric supercars without hearing damage cant do that in an ICE supercar,5,0.0,0.0,Neutral
323,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9THD113Yslg,@BrunoPOWEEER nice of you to make yourself look stupid in front of many car enthusiasts here., nice of you to make yourself look stupid in front of many car enthusiasts here,5,0.8333333333333334,0.10000000000000002,Positive
324,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9THCnBoE29h,"Petrol shit stinks and breaks and oil and all that bullshit… would you like a cordless combustion powered drill? That sound better than electric… what about a combustion lift/elevator, electric is too quiet and boring….",Petrol shit stinks and breaks and oil and all that bullshit… would you like a cordless combustion powered drill That sound better than electric… what about a combustion liftelevator electric is too quiet and boring…,1,0.5066666666666667,0.019999999999999997,Positive
325,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TH0wjkeRT-,lychvy yeah one trick pony! They are all the same. What‘s the difference between all those? It‘s a boring mainstream future ...,lychvy yeah one trick pony They are all the same What‘s the difference between all those It‘s a boring mainstream future ,1,0.4166666666666667,-0.3333333333333333,Negative
326,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TGvusQMofP,"@lychvy The 992 Turbo doesn't sound good, it's not unpleasant or anything, but it certainly isn't exciting enough to be a selling point over an EV which just has no sound.

It's true EVs are pushing the ""look how fast we can accelerate"" thing way too much though. They can have a really low centre of gravity- that was a selling point in my previous hybrid, I feel like that should be more of a thing. They're doing it, but all the publicity is about acceleration.

Sustainable ICE fuel will be expensive- great for motorsport and collectors but not viable for most people. Porsche reckon their fuel will be at least 10x the price of petrol at best. I'm hoping for hydrogen (since batteries are fundamentally pretty crap) and I'll get over the sound with a good stereo and nice luxury, but I wouldn't mind keeping my flat 6 Porsche and running it on expensive eFuels occasionally!"," The 992 Turbo doesnt sound good its not unpleasant or anything but it certainly isnt exciting enough to be a selling point over an EV which just has no sound

Its true EVs are pushing the look how fast we can accelerate thing way too much though They can have a really low centre of gravity that was a selling point in my previous hybrid I feel like that should be more of a thing Theyre doing it but all the publicity is about acceleration

Sustainable ICE fuel will be expensive great for motorsport and collectors but not viable for most people Porsche reckon their fuel will be at least 10x the price of petrol at best Im hoping for hydrogen since batteries are fundamentally pretty crap and Ill get over the sound with a good stereo and nice luxury but I wouldnt mind keeping my flat 6 Porsche and running it on expensive eFuels occasionally",3,0.5569664902998237,0.16472663139329807,Positive
327,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TGuwJR48PK,"@Apothecary Terry it's abit of a stretch to say a current 911 sounding no better than an EV though, and that ICE cars are also going towards the same trend of EVs . Even if it's what you say, it's definitely nowhere near as bad. EVs have already started becoming 1 trick ponies and virtually identical to one another despite only just starting their legacy as the future of the automobile for mainstream adoption... I sincerely hope the R&D into synthetic fuels bears fruit such that ICE power can indeed be viable for a sustainable future. A good sign that the world hasn't given up on this pursuit would be F1, having just announced that they will work towards developing 100% sustainable fuel which could eventually have a trickle-down effect to commercial usage if it is successful.", Terry its abit of a stretch to say a current 911 sounding no better than an EV though and that ICE cars are also going towards the same trend of EVs  Even if its what you say its definitely nowhere near as bad EVs have already started becoming 1 trick ponies and virtually identical to one another despite only just starting their legacy as the future of the automobile for mainstream adoption I sincerely hope the RD into synthetic fuels bears fruit such that ICE power can indeed be viable for a sustainable future A good sign that the world hasnt given up on this pursuit would be F1 having just announced that they will work towards developing 100 sustainable fuel which could eventually have a trickledown effect to commercial usage if it is successful,3,0.4588541666666666,0.096875,Positive
328,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TGtP2XQd2o,"It's true, but the ICE cars are starting to do the same thing too sadly. It's gone as far up the chain as a 911 Turbo S which doesn't really sound any better than an EV now. Once the really fancy stuff does that then EVs will definitely be the way to go. Only compared to new cars though- if I could swap the EV kit in this for my 325hp NA flat 6 I'd be happy with the lower performance!",Its true but the ICE cars are starting to do the same thing too sadly Its gone as far up the chain as a 911 Turbo S which doesnt really sound any better than an EV now Once the really fancy stuff does that then EVs will definitely be the way to go Only compared to new cars though if I could swap the EV kit in this for my 325hp NA flat 6 Id be happy with the lower performance,3,0.5426573426573426,0.1508741258741259,Positive
329,UgxXZgN9u4FZf7O0pZB4AaABAg.9TGiVk4L7yN9TGq6_v22Va,I love these ev hypercars but to me without the noise from a combustion engine it's like it's missing it's soul,I love these ev hypercars but to me without the noise from a combustion engine its like its missing its soul,5,0.325,0.15,Positive
330,Ugw0p7J6H0xTKNmbG1B4AaABAg,"What gets me about these electric hypercars is that it's not actually hard to achieve this. Its just big electric motors with a truckload of watts thrown at them. It's not an engineering achievement anymore. Any car maker could make this, and probably make it a fraction of the price too.",What gets me about these electric hypercars is that its not actually hard to achieve this Its just big electric motors with a truckload of watts thrown at them Its not an engineering achievement anymore Any car maker could make this and probably make it a fraction of the price too,2,0.3208333333333333,0.07291666666666667,Positive
331,UgxOr32PnpUqDq5zV094AaABAg,"I believe that If I really work hard and save up a lot of money, that one day I could afford.....a poster of this car.",I believe that If I really work hard and save up a lot of money that one day I could afforda poster of this car,1,0.37083333333333335,-0.04583333333333334,Negative
332,UgxOr32PnpUqDq5zV094AaABAg.9TTw3ao402z9ZvrYAvU2Ji,Hahahahahahahahahahaha,Hahahahahahahahahahaha,1,0.0,0.0,Neutral
333,Ugw94Rms91TiOiZaQJx4AaABAg,"Sounds like it’s falling apart on some of those turns, it’s the rocks hitting but it just gives me a weird feeling since there is no engine noise.",Sounds like it’s falling apart on some of those turns it’s the rocks hitting but it just gives me a weird feeling since there is no engine noise,3,1.0,-0.5,Negative
334,Ugzx7JKJytjSCLVXPDl4AaABAg,The cinematography was absolutely beautiful in this video!!!,The cinematography was absolutely beautiful in this video,5,1.0,0.85,Positive
335,UgzXck-NV1AVDoBjRAB4AaABAg,I can't believe Rimac is so good that smb like Pininfarina makes a car on top of it,I cant believe Rimac is so good that smb like Pininfarina makes a car on top of it,5,0.55,0.6,Positive
336,UgzXck-NV1AVDoBjRAB4AaABAg.9TFoQICp5PO9TRbdwliXpH,"Rimac develops and produces drivetrains and battery systems for many manufacturers, like Aston Martin, Porsche, Jaguar, Volkswagen group, Hyundai...",Rimac develops and produces drivetrains and battery systems for many manufacturers like Aston Martin Porsche Jaguar Volkswagen group Hyundai,5,0.5,0.5,Positive
337,UgzXck-NV1AVDoBjRAB4AaABAg.9TFoQICp5PO9TIik_I58zH,I believe that Rimac is the motor for high output while Tesla is for high density,I believe that Rimac is the motor for high output while Tesla is for high density,3,0.5399999999999999,0.16,Positive
338,Ugy-DE2AeB1CpqKz7714AaABAg,I love the car pure perfection  ! But I'm also loving that shirt ! 👕👀,I love the car pure perfection   But Im also loving that shirt  👕👀,5,0.6833333333333332,0.4380952380952381,Positive
339,UgyZ5ktivgcM0KDQCTx4AaABAg,Really didn’t care for the look of this car when it first came out but wow it is beautiful now,Really didn’t care for the look of this car when it first came out but wow it is beautiful now,5,0.6333333333333333,0.35,Positive
340,UgxhU_JZ9WmVGVmfzPB4AaABAg,that moment when you see max power 1000kw/1840Nm x_x and it can make more,that moment when you see max power 1000kw1840Nm xx and it can make more,5,0.5,0.5,Positive
341,Ugz3pBb7YDBHKl0jWNF4AaABAg,5:20 he looked like vettel lol. if he puts on a full kit at a race im sure he'll fool some people.,520 he looked like vettel lol if he puts on a full kit at a race im sure hell fool some people,1,0.7129629629629629,0.5499999999999999,Positive
342,UgyAscGS15xZgiHj8pd4AaABAg,"Wow what car, and actually a very well done video. Great job all around, I really enjoyed that",Wow what car and actually a very well done video Great job all around I really enjoyed that,5,0.6875,0.4,Positive
343,UgzGMfGpGkl8hna2H_Z4AaABAg,A real engine V8/V12 would make it even more interesting...💨💨,A real engine V8V12 would make it even more interesting💨💨,5,0.4,0.35,Positive
344,UgwxgW8afbD-V08ox4t4AaABAg,"I put this video on the playlist, forgot what car this is and when it started playing I thought it's a Ferrari review.

Yes I know lots of Ferraris in the past were designed by Pinin, but I guess that's the problem when Pinin wanted to make their own branded car, they're overshadowed by Ferrari.","I put this video on the playlist forgot what car this is and when it started playing I thought its a Ferrari review

Yes I know lots of Ferraris in the past were designed by Pinin but I guess thats the problem when Pinin wanted to make their own branded car theyre overshadowed by Ferrari",1,0.625,0.175,Positive
345,UgxhRYUdPD_puoZeJ8B4AaABAg,"Such a great video
This car is awesome","Such a great video
This car is awesome",5,0.75,0.6,Positive
346,UgzVt9GTs4BipU3m_UN4AaABAg,Chris and him keep this show alive,Chris and him keep this show alive,5,0.4,0.1,Positive
347,Ugx08k_xIsvwSq1CFVV4AaABAg,Is the most beautiful car I ‘ve ever seen 😍,Is the most beautiful car I ‘ve ever seen 😍,5,0.75,0.675,Positive
348,UgyVedHPJteLOlEUUfx4AaABAg,"A GT that can only do 250 miles a time?
""It's not supposed to be this good"" really? For that amount of money, I expected more.","A GT that can only do 250 miles a time
Its not supposed to be this good really For that amount of money I expected more",2,0.54,0.25999999999999995,Positive
349,UgysXODUMTaq8cG-O1h4AaABAg,"They have designed cars for many companies including Ferrari, obviously they know how to make beautiful car. 
Pininfarina has made many beautiful cars, the company is owned by indian company Mahindra. Batteries are made by Croatian company Rimac which is partially owned by Porsche or german Volkswagen group and battery management system is co-developed by Rimac and Mahindra's Formula-E racing team. It's one of the most beautiful electric car in the world from Italy.","They have designed cars for many companies including Ferrari obviously they know how to make beautiful car 
Pininfarina has made many beautiful cars the company is owned by indian company Mahindra Batteries are made by Croatian company Rimac which is partially owned by Porsche or german Volkswagen group and battery management system is codeveloped by Rimac and Mahindras FormulaE racing team Its one of the most beautiful electric car in the world from Italy",5,0.5888888888888889,0.4388888888888889,Positive
350,Ugw3Klqf2XwYM7R3JOp4AaABAg,"1:38 the dial click feel means that Matthew Rimac hasn't fixed it.

But still, beautiful exterior","138 the dial click feel means that Matthew Rimac hasnt fixed it

But still beautiful exterior",4,0.6,0.475,Positive
351,UgxBccACGBo7KWOMxyZ4AaABAg,"""The car sounds really good...let me turn it up"" (then proceeds to talk ultra loud) lol 🤣",The car sounds really goodlet me turn it up then proceeds to talk ultra loud lol 🤣,4,0.5666666666666667,0.3666666666666667,Positive
352,UgxqNONqAJ1c1NFkR2h4AaABAg,Love the picture of G25 one the steering wheel setup :) (1min 23sec),Love the picture of G25 one the steering wheel setup  1min 23sec,5,0.6,0.5,Positive
353,UgwMca6KJgXHcknO0Hl4AaABAg,It looks way waaaaaaay better than the rimac nevera. True italian beauty,It looks way waaaaaaay better than the rimac nevera True italian beauty,3,0.3833333333333333,0.2833333333333333,Positive
354,Ugzg1BWd7fDUV730Gzx4AaABAg,"Looks like a Corvette and a 458 had a baby. A really fast, and rowdy baby!!",Looks like a Corvette and a 458 had a baby A really fast and rowdy baby,3,0.6,0.2,Positive
355,UgzUkX8NdHkYMTyEv_54AaABAg,"It's great to see you have to go from. screen to screen  while driving your 2 million pound car. 
That's not going backwards in ease of use is it :/","Its great to see you have to go from screen to screen  while driving your 2 million pound car 
Thats not going backwards in ease of use is it ",5,0.75,0.8,Positive
356,UgyXyOm0iqhmVFBlGzZ4AaABAg,Brilliant video and editing for the kind of car this is,Brilliant video and editing for the kind of car this is,5,0.95,0.75,Positive
357,UgwqdKtRxeHF-dVW82Z4AaABAg,Beautiful car !!,Beautiful car ,5,1.0,0.85,Positive
358,UgwAh5fApxPAStzOovN4AaABAg,"Great video , still can't go without engine sound . I tried tesla on the track and it really goes but lack of shifting and engine noise makes it pretty boring after initial pleasant surprise.",Great video  still cant go without engine sound  I tried tesla on the track and it really goes but lack of shifting and engine noise makes it pretty boring after initial pleasant surprise,3,0.6166666666666666,0.1976190476190476,Positive
359,UgwAh5fApxPAStzOovN4AaABAg.9TIsfyeGq6h9TNjbqG643j,Future looks dire.,Future looks dire,4,0.125,0.0,Neutral
