,id,content,content_clean,sentiment
365,UgzjlHTgMQy8N3VObVx4AaABAg,"I had goosebumps watching this again, such a beast of a car",I had goosebumps watching this again such a beast of a car,5
366,UgzyLnN_5XghGc1ubgB4AaABAg,"I give James credit. It takes some balls driving that fast, no matter how advanced the car is.",I give James credit It takes some balls driving that fast no matter how advanced the car is,3
367,UgjV4e13dl0XyXgCoAEC,this is topgear at its best,this is topgear at its best,5
368,UgjV4e13dl0XyXgCoAEC.8CeWquyVM7M9akJ2FqVcDL,Am I the only one that doubts James drove the car,Am I the only one that doubts James drove the car,1
369,UgjV4e13dl0XyXgCoAEC.8CeWquyVM7M9Xd9IoBGv4h,Its ironic how this video got uploaded the day my country witnessed a revolution,Its ironic how this video got uploaded the day my country witnessed a revolution,1
370,UgjV4e13dl0XyXgCoAEC.8CeWquyVM7M8pfFFZYJcJp,"@S F are they getting anyone else in, or wrapping it all up?", F are they getting anyone else in or wrapping it all up,1
371,UgjV4e13dl0XyXgCoAEC.8CeWquyVM7M8pPR5zk03ek,"Update, now Matt Le Blanc is leaving too. Lol",Update now Matt Le Blanc is leaving too Lol,1
372,UgjV4e13dl0XyXgCoAEC.8CeWquyVM7M8GTJS5nKVW9,"word is that chris is leaving as he and matt don't get on, the bbc need matt more.",word is that chris is leaving as he and matt dont get on the bbc need matt more,1
373,UgjV4e13dl0XyXgCoAEC.8CeWquyVM7M8FvetHmAZC8,Now with cris Evans it's awful,Now with cris Evans its awful,1
374,UgjV4e13dl0XyXgCoAEC.8CeWquyVM7M8FSpwcD9BWj,"Yea, before it's gone to utter shit",Yea before its gone to utter shit,1
375,Ugw5oWCBgJRQ06u3vcZ4AaABAg,"Regardless of your tastes, you've gotta respect this car for its effortless speed",Regardless of your tastes youve gotta respect this car for its effortless speed,3
376,Ugx7uUioseB8rKRn_ql4AaABAg,"The pinnacle of Human engineering. I absolutely love this car, LOVE IT! Every since I 1st saw it. #Masterpiece",The pinnacle of Human engineering I absolutely love this car LOVE IT Every since I 1st saw it Masterpiece,5
377,UgziOyoOjzqhZIye_jZ4AaABAg,This is one of the greatest videos in the history of the automobile. Legendary.,This is one of the greatest videos in the history of the automobile Legendary,5
378,UgwcZ9rIzhkjNExTHg54AaABAg,3:18 i never fully grasped how fast these cars could go until this moment,318 i never fully grasped how fast these cars could go until this moment,3
379,UgyhQ-q63irEQkU_oyZ4AaABAg,"I’d love the drive one like at a normal speed of 80 miles per hour maximum, just being in one would be pretty amazing",I’d love the drive one like at a normal speed of 80 miles per hour maximum just being in one would be pretty amazing,4
380,UgzQrLF3FRxotwAfrmN4AaABAg,10 years later... Veyron is still a BEAST,10 years later Veyron is still a BEAST,5
381,UgzQrLF3FRxotwAfrmN4AaABAg.9LGqsPjEQfu9M5VroToBnt,Won 2010 Top Gear Car of the Decade,Won 2010 Top Gear Car of the Decade,5
382,Ugwt-5qFMdWZkruXoOR4AaABAg,That's mind blowing. I've gone 150mph in my Mustang Cobra but I can't even fathom this,Thats mind blowing Ive gone 150mph in my Mustang Cobra but I cant even fathom this,1
383,UgyTxjppmTJCGGw4CNl4AaABAg,Know that feeling when you were speeding and then slowing down and suddenly 80 feels like standing still? I wonder if he gets the feeling at 230 compared to 400+.,Know that feeling when you were speeding and then slowing down and suddenly 80 feels like standing still I wonder if he gets the feeling at 230 compared to 400,2
384,UghksYNSfF8OvHgCoAEC,"Sometimes I feel a bit rebellious and send my Toyota Camry up to 71mph 



on a highway","Sometimes I feel a bit rebellious and send my Toyota Camry up to 71mph 



on a highway",3
385,UghksYNSfF8OvHgCoAEC.87psQFMsOXa9_bkjwMRUEu,@Wissy Meisteri i used to own corsa c 1.7 DTI. I managed to do 120 mph. Everyone who got behind the wheel said that it is impossible that it had 75 bhp., Meisteri i used to own corsa c 17 DTI I managed to do 120 mph Everyone who got behind the wheel said that it is impossible that it had 75 bhp,5
386,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8yfncjs3rxp,The fastest I’ve ever been is 106 mph in my stock Civic.,The fastest I’ve ever been is 106 mph in my stock Civic,5
387,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8yal9igea4l,"@Animaze87 ""Hammond, you idiot! This is the fastest car, pause, in the world!""", Hammond you idiot This is the fastest car pause in the world,5
388,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8xfvEg4MdvR,"@YouPooped YourTube Or whatever the ""Basic Speed Law"" allows when there are no cop cars or heavy traffic. Once hit 89 MPH in my Prius since there was a HUGE gap between two clusters of traffic.", YourTube Or whatever the Basic Speed Law allows when there are no cop cars or heavy traffic Once hit 89 MPH in my Prius since there was a HUGE gap between two clusters of traffic,4
389,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8wtr2jXbR8k,"To be fair, I think thats a bit riskier than taking the Bugatti up to it's max",To be fair I think thats a bit riskier than taking the Bugatti up to its max,3
390,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8wl0ogCl4PY,I got my snailigsegg up to 45mph in a highway at fourth gear,I got my snailigsegg up to 45mph in a highway at fourth gear,5
391,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8wQ6PCxB9Ny,"Genius Marc Says
IKR? And that’s a fucking child’s toy!","Genius Marc Says
IKR And that’s a fucking child’s toy",5
392,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8wQ5BDwAVFN,i can do that speed on my bicycle,i can do that speed on my bicycle,5
393,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8wNLMkguxwL,My dad drives it at 105 mph,My dad drives it at 105 mph,5
394,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8w2VcVvW6Xy,"Clorox Bleach
90mph actually - if you go far enough west.","Clorox Bleach
90mph actually  if you go far enough west",1
395,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8w2PqobkdVw,GhettoMist w got 85 in Texas,GhettoMist w got 85 in Texas,1
396,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8vweXutfZlW,170mph in an LS400 on a Texas Hwy,170mph in an LS400 on a Texas Hwy,5
397,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8vuyjJJHC2H,@GhettoMist 75 speed limit in Colorado for the past 8 years, 75 speed limit in Colorado for the past 8 years,5
398,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8tsI_Pnl7AM,@Piaget i hit 14 mph on my bicycle on a gravel road, i hit 14 mph on my bicycle on a gravel road,1
399,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8tsIInZmkCZ,@YouPooped YourTube me and my grandpa were going 73 down the highway and a semi with a trailer was passing us and the speed limit was 60, YourTube me and my grandpa were going 73 down the highway and a semi with a trailer was passing us and the speed limit was 60,1
400,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8tsI5yvyiF3,The fastest ive ever been is 105 mph in a stock 2015 duramax,The fastest ive ever been is 105 mph in a stock 2015 duramax,5
401,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8tSQYLfQBCd,I hit 100 in a Toyota RAV4 😂,I hit 100 in a Toyota RAV4 😂,5
402,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8sBN4b1ZysA,U mean motorway,U mean motorway,3
403,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8rzRq6dIedm,Woah dude you gotta calm down we wouldn’t want anyone getting hurt!,Woah dude you gotta calm down we wouldn’t want anyone getting hurt,1
404,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8mjX8KEOSn3,My name's stephen and i love blowing 3-1 leads p,My names stephen and i love blowing 31 leads p,5
405,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8mPX7ux32gu,"I hit 20MPH on my bike once, that would destroy a veyron",I hit 20MPH on my bike once that would destroy a veyron,1
406,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8mFJ5vZSOZN,"Coming along the Highway near my house at 2AM in the morning, I managed to get a 1983 Mini JCW up to 245 km/h (152 mph)",Coming along the Highway near my house at 2AM in the morning I managed to get a 1983 Mini JCW up to 245 kmh 152 mph,5
407,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8l8q91g074w,haha,haha,1
408,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8jlnpz3OaKT,Sometimes I’ll go past 100mph on the highway,Sometimes I’ll go past 100mph on the highway,3
409,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8ijhEhKckBT,Fastest I dared go was 140 MPH in my Porsche 911 T.,Fastest I dared go was 140 MPH in my Porsche 911 T,5
410,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8hKsBaWwDzu,Everyone goes 75+in California,Everyone goes 75in California,5
411,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8ej6IVopbO1,I did 80 down I-475 to Cincinnati. In a 1996 Keep Grand Cherokee.,I did 80 down I475 to Cincinnati In a 1996 Keep Grand Cherokee,1
412,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8_roIsOLTiI,My name's stephen and i love blowing 3-1 leads,My names stephen and i love blowing 31 leads,5
413,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8ZwWt8T_tTd,"I Went 124mph On A 45mph Road In A Saturn Sky, With SHARP Turns.",I Went 124mph On A 45mph Road In A Saturn Sky With SHARP Turns,1
414,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8ZBow3OUc07,I always drive my VW Golf 1.2T at top speed (about 180kph) at Autobahn when possible.,I always drive my VW Golf 12T at top speed about 180kph at Autobahn when possible,5
415,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8Z7Y7YvrL_K,My name's stephen and i love blowing 3-1 leads lol I got my carolla up to a 115,My names stephen and i love blowing 31 leads lol I got my carolla up to a 115,5
416,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8YrJQTG4RNP,My name's stephen and i love blowing 3-1 leads ik,My names stephen and i love blowing 31 leads ik,5
417,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8XnSrEIPe8z,GhettoMist 85 mph on highway,GhettoMist 85 mph on highway,1
418,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8XnSmv1hj43,GhettoMist yeah,GhettoMist yeah,5
419,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8V-gcti9Rmf,LOL.,LOL,3
420,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8SkPtBf3R4u,@Logical Guy 23 You look 10, Guy 23 You look 10,5
421,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8SiId_p0KRQ,My name's stephen and i love blowing 3-1 leads idol,My names stephen and i love blowing 31 leads idol,5
422,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8RksO0IwpN9,My name's stephen and i love blowing 3-1 leads my camaro hit 200,My names stephen and i love blowing 31 leads my camaro hit 200,5
423,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8Q-7I6VQeDJ,Lmao my heavy ass f150 can go 123mph,Lmao my heavy ass f150 can go 123mph,5
424,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8PxEDJ69fS6,My name's stephen and i love blowing 3-1 leads I,My names stephen and i love blowing 31 leads I,5
425,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8PPA-9AfDQr,My name's stephen and i love blowing 3-1 leads q ich vxhcvfjbghfh,My names stephen and i love blowing 31 leads q ich vxhcvfjbghfh,5
426,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8P-1g2yXtmw,Bugatti,Bugatti,3
427,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8Iz65ZGEo9A,I'm at work today and tomorrow. You know what I was,Im at work today and tomorrow You know what I was,5
428,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8IUopJ4aROk,"Hell yeah! Camry owners, UNITE!",Hell yeah Camry owners UNITE,5
429,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8HH0hGsiddR,"I've touched 312km/h in my cousins's Buggati!?!ipon a very long freeway,with 6lanes!?!",Ive touched 312kmh in my cousinss Buggatiipon a very long freewaywith 6lanes,1
430,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8H4xFm9hAjv,"@*****
It's absolutely true.","
Its absolutely true",5
431,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8GEQbW6iHdV,The fastest highways in the US have a speed limit of 75 MPH. In many states there are no roads with a limit above 70 MPH. The only exception is a sole 40 mile long privately owned highway in Texas where the limit is 85 MPH.,The fastest highways in the US have a speed limit of 75 MPH In many states there are no roads with a limit above 70 MPH The only exception is a sole 40 mile long privately owned highway in Texas where the limit is 85 MPH,5
432,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8G-g6zKDO-V,+Wissy Meisteri (WissMeister) you madman,Wissy Meisteri WissMeister you madman,5
433,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8EMM2NpOtYn,85 in some parts over here in Texas.,85 in some parts over here in Texas,3
434,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8CWT18eI7he,+TheCatOnWallStreet Christ m8 take it down a notch!,TheCatOnWallStreet Christ m8 take it down a notch,1
435,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8CLsZzxV3Zq,@***** nah man the camry is my dream car!, nah man the camry is my dream car,5
436,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8BimgbkC5nL,+TheCatOnWallStreet *Thug Life Song Plays*,TheCatOnWallStreet Thug Life Song Plays,5
437,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8BK82iUCi11,+TheCatOnWallStreet I salute you,TheCatOnWallStreet I salute you,5
438,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8AyzYeN7H7p,"+SuperGinipig at night on the autobahn, a buddy of mine took the wing off of a Lamborghini murciélago SV lp670-4 on the autobahn and got it up to 223mph STOCK. I'm not lying",SuperGinipig at night on the autobahn a buddy of mine took the wing off of a Lamborghini murciélago SV lp6704 on the autobahn and got it up to 223mph STOCK Im not lying,5
439,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8AyzGeP6Tiv,"+TheCatOnWallStreet i drove a Porsche 911 at 181,44 mph on the German Autobahn",TheCatOnWallStreet i drove a Porsche 911 at 18144 mph on the German Autobahn,5
440,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8AgG-mkQ_44,@frank Insine heheheh!, Insine heheheh,1
441,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8AgAzPsz7_d,"@***** Well if you take into account GTA V, than I've gone over 200 mph :)", Well if you take into account GTA V than Ive gone over 200 mph ,3
442,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8AbiWPW6yIz,"Fastest I've gone was about 90 to 95, by accident, lol. I went to change the radio station at the same time as going over a hill and I had had my foot down because I needed power to go over the hill, but forgot to let up.",Fastest Ive gone was about 90 to 95 by accident lol I went to change the radio station at the same time as going over a hill and I had had my foot down because I needed power to go over the hill but forgot to let up,1
443,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8A_pCb37HJR,I ran from cops in an STi on the highway at 163,I ran from cops in an STi on the highway at 163,1
444,UghksYNSfF8OvHgCoAEC.87psQFMsOXa8AUS7v8UoXC,+TheCatOnWallStreet I took a Fiesta to 75mph ... on a single carriageway! :P,TheCatOnWallStreet I took a Fiesta to 75mph  on a single carriageway P,1
445,UghksYNSfF8OvHgCoAEC.87psQFMsOXa892GRzzQd9U,@***** Why adults can't like video games. Also Ive had that since the time I made this account which was years ago., Why adults cant like video games Also Ive had that since the time I made this account which was years ago,1
446,UghksYNSfF8OvHgCoAEC.87psQFMsOXa891Hk91mOcO,+GhettoMist  Would hope not with a avatar like that....,GhettoMist  Would hope not with a avatar like that,1
447,UghksYNSfF8OvHgCoAEC.87psQFMsOXa89-EJsn4Odq,"@_ Justinlbdr _ I kinda like the countryside I could imagine my kids going out exploring instead of going around the corner to find a drug dealer, or going to McDonalds, or playing video games. Thats all hypothetical because I am not a dad to any children, well not that I know of.", Justinlbdr  I kinda like the countryside I could imagine my kids going out exploring instead of going around the corner to find a drug dealer or going to McDonalds or playing video games Thats all hypothetical because I am not a dad to any children well not that I know of,3
448,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88yKSZrERLG,@_ Justinlbdr _ Lol whats in Montana though. , Justinlbdr  Lol whats in Montana though ,3
449,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88yKNjPfj8j,"@GhettoMist na they dont need more people. move to like montana, where its 120 mph limit.

haha jk. same thing, 80"," na they dont need more people move to like montana where its 120 mph limit

haha jk same thing 80",2
450,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88yKEW-S0zT,@_ Justinlbdr _ I gotta move to Cali., Justinlbdr  I gotta move to Cali,1
451,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88y8V4e8_qW,@GhettoMist yep. people are impatient man. and usually they always go 5 over anyway. some even go 90., yep people are impatient man and usually they always go 5 over anyway some even go 90,3
452,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88xpYqLTLMR,@_ Justinlbdr _ WHAT 80 NO WAY, Justinlbdr  WHAT 80 NO WAY,1
453,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88vSEZvW8pr,"+TheCatOnWallStreet I read that in Jeremy Clarksons voice like when he says ""The fastest car... IN THE WORLD!"".",TheCatOnWallStreet I read that in Jeremy Clarksons voice like when he says The fastest car IN THE WORLD,5
454,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88vSE_WewKw,"+TheCatOnWallStreet I read that in Jeremy Clarksons voice like when he says ""The fastest car... IN THE WORLD!"".",TheCatOnWallStreet I read that in Jeremy Clarksons voice like when he says The fastest car IN THE WORLD,5
455,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88_moZec7jc,"+GhettoMist california, the most overrated, populated state in usa is 80 mph on freeways.. so... no 65 mph limit.",GhettoMist california the most overrated populated state in usa is 80 mph on freeways so no 65 mph limit,1
456,UghksYNSfF8OvHgCoAEC.87psQFMsOXa88GCH7BBqiv,"+TheCatOnWallStreet Oh that ain't nothing, i once got my Corsa B 1,7L Diesel to 54mph on a long ass freeway on a windy day.",TheCatOnWallStreet Oh that aint nothing i once got my Corsa B 17L Diesel to 54mph on a long ass freeway on a windy day,1
457,UghksYNSfF8OvHgCoAEC.87psQFMsOXa880XLSKGpzf,Ahah Toyota. Are you in the US. 65 mph limits right?,Ahah Toyota Are you in the US 65 mph limits right,1
458,Ugx-tpnrk8oXyt2Z28V4AaABAg,3:16 It's Unbelievable Look How Fast Everything's Going Fast,316 Its Unbelievable Look How Fast Everythings Going Fast,5
459,Ugx-tpnrk8oXyt2Z28V4AaABAg.9FRF3KZPFkO9Mw7ZWQUu47,going past*,going past,4
460,Ugxh2v5l5--QTfTdYU54AaABAg,Those fly-by are insane.,Those flyby are insane,1
461,UgygNIZ3TqJSJgaajpR4AaABAg,"The most I've done is 112mph (180kph) in my 2001 Golf TDI this summer.  It's got a number of upgrades and is in excellent condition.  It can do more as I wasn't close to the red line, but I was just goofing around one day on the drive home.  Caught up to traffic and slowed down.  Radar traps all over this place too so have to be careful....fines here are very expensive.
It's no Bugatti, but hey, I can do 160 KPH all day and still get about 50mpg.","The most Ive done is 112mph 180kph in my 2001 Golf TDI this summer  Its got a number of upgrades and is in excellent condition  It can do more as I wasnt close to the red line but I was just goofing around one day on the drive home  Caught up to traffic and slowed down  Radar traps all over this place too so have to be carefulfines here are very expensive
Its no Bugatti but hey I can do 160 KPH all day and still get about 50mpg",4
462,UgywYVwPtFTc2JN_sJ54AaABAg,i like how the veyron is like a boss lvl in the car scene once you beat that you got another set of challengers,i like how the veyron is like a boss lvl in the car scene once you beat that you got another set of challengers,4
463,UghvG_4XNpUNrngCoAEC,Anyone noticed that captain slow at 4:24 when slowing down (still driving 300+) looking in the backview mirror for .... for what actually? a bloody tailgating van?,Anyone noticed that captain slow at 424 when slowing down still driving 300 looking in the backview mirror for  for what actually a bloody tailgating van,1
464,UghvG_4XNpUNrngCoAEC.88_-u1FipZw9bTjgB56sGu,Probably to check the spoiler tilting.,Probably to check the spoiler tilting,3
465,UghvG_4XNpUNrngCoAEC.88_-u1FipZw9CsEsF_wvmi,"DiZh0 You never know. In an episode of Grand Tour, Richard Hammond, in a Porsche 918, dragraced against a Nissan Patrol, and lost.... 😁😁",DiZh0 You never know In an episode of Grand Tour Richard Hammond in a Porsche 918 dragraced against a Nissan Patrol and lost 😁😁,1
466,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8z-nqiKN4LD,"errrrr,as a Sprinter driver,It may be me or someone like me he is looking for,sorry!",errrrras a Sprinter driverIt may be me or someone like me he is looking forsorry,1
467,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8yj-k6Cb9I-,You never know,You never know,5
468,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8xHsrQlUiPe,"Nah, he's looking if there is an import chasing him",Nah hes looking if there is an import chasing him,1
469,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8wzFPlOEY2D,Hes looking for the engine bay if it is still there xD,Hes looking for the engine bay if it is still there xD,3
470,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8wr3ZWulJj2,I'd be looking in the back just to watch the rear wing go vertical. Could be that catching his eye.,Id be looking in the back just to watch the rear wing go vertical Could be that catching his eye,3
471,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8wl19x9CITv,Snailigsegg as well,Snailigsegg as well,4
472,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8wl11zyHmIS,No it was just faster then your mums snailigsegg,No it was just faster then your mums snailigsegg,1
473,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8wVxu0tKmRY,He was surprised nobody was honking at him that day because he is used to it for driving annoyingly slow.. 😂 😂,He was surprised nobody was honking at him that day because he is used to it for driving annoyingly slow 😂 😂,3
474,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8s9GyI3_Kpx,I LAUGH SOOOO HARD !!!! BEST COMMENT EVER,I LAUGH SOOOO HARD  BEST COMMENT EVER,5
475,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8rJDXXrS046,its a scientific fact that white vans are always 30mph faster than you,its a scientific fact that white vans are always 30mph faster than you,3
476,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8r9qyhXFxAn,A UFO,A UFO,4
477,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8nnF39vACY4,"He saw me, pedaling on my bike, when I'm late to the colledge",He saw me pedaling on my bike when Im late to the colledge,2
478,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8nXLmPvTcZt,DiZh0 is he not just looking back at all the Bugatti guys he just passed,DiZh0 is he not just looking back at all the Bugatti guys he just passed,1
479,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8nBRq5lmuDz,The tailgating van would destroy the veyron any day. Nobody the under estimate the power of a Ford Transit,The tailgating van would destroy the veyron any day Nobody the under estimate the power of a Ford Transit,1
480,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8miQtMsNrae,DiZh0 Audi,DiZh0 Audi,5
481,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8lGOlPdDKAx,An unmarked police car I reckon.,An unmarked police car I reckon,5
482,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8kuinMgUrD6,There was a Dacia Sandero behind him,There was a Dacia Sandero behind him,3
483,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8VrlFpuoSaS,sandynathan i,sandynathan i,3
484,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8UUdX6-ZoNa,Force of habit I imagine.,Force of habit I imagine,5
485,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8U5tkwP_XbU,Bloody white van drivers are always tailgating you,Bloody white van drivers are always tailgating you,1
486,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8R4H3cVrWWb,Clarkson did once say that the Transit van is unofficially the world's fastest vehicle!,Clarkson did once say that the Transit van is unofficially the worlds fastest vehicle,5
487,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8Qxs95mQaOa,"Habit, but I also reason that perhaps he was half expecting tires and engine bits to be flying around back there considering the speed he had just done. After all, the tires barely last more than 15mins at top speed. Hell, I know I check for stuff behind me after crazy shenanigans in my own car lol",Habit but I also reason that perhaps he was half expecting tires and engine bits to be flying around back there considering the speed he had just done After all the tires barely last more than 15mins at top speed Hell I know I check for stuff behind me after crazy shenanigans in my own car lol,3
488,UghvG_4XNpUNrngCoAEC.88_-u1FipZw8B-seu_9AM5,+DiZh0 he's just worried a trailer couldnt match his braking power..,DiZh0 hes just worried a trailer couldnt match his braking power,2
489,UghvG_4XNpUNrngCoAEC.88_-u1FipZw89i1osIJE2s,+DiZh0 Probably just out of habit. A lot of the Stars in the Reasonably Priced Car comment that they keep checking the mirrors even though there's no one else on the track.,DiZh0 Probably just out of habit A lot of the Stars in the Reasonably Priced Car comment that they keep checking the mirrors even though theres no one else on the track,2
490,UghvG_4XNpUNrngCoAEC.88_-u1FipZw89bsdjDIsYK,"+DiZh0 that's better then me. I would have had either a heart attack or shit my pants, which ever came first.... we know what happens to the car and driver after that.",DiZh0 thats better then me I would have had either a heart attack or shit my pants which ever came first we know what happens to the car and driver after that,2
491,UgyjL-6DTrfnC2-xzY54AaABAg,I got my 96'  Camaro RS up to 124mph. fastest I've ever driven. I couldn't imagine doubling that.,I got my 96  Camaro RS up to 124mph fastest Ive ever driven I couldnt imagine doubling that,5
492,UgyFRAqZmuOULGuYHm14AaABAg,"417 km/h is pretty crazy, would be nice to try sometime",417 kmh is pretty crazy would be nice to try sometime,3
493,UgxDO5vx-IUB57PJGIV4AaABAg,watching this 9 years later when the Chiron has hit 304 is just crazy because that was still incredibly fast.,watching this 9 years later when the Chiron has hit 304 is just crazy because that was still incredibly fast,1
494,UgzhNg18tVWyLqsE8_54AaABAg,"I am not a biggest fan of big and heavy cars, even when they have crap ton of power, but Veyron and Chiron are exception, those cars combine such a brutal top speed with incredible luxury and extremely clever engineering.",I am not a biggest fan of big and heavy cars even when they have crap ton of power but Veyron and Chiron are exception those cars combine such a brutal top speed with incredible luxury and extremely clever engineering,5
495,UgziR7KnJWFKl1RnS9B4AaABAg,Imagine if they let James drive the ssc when it hit 331 mph,Imagine if they let James drive the ssc when it hit 331 mph,1
496,UgziR7KnJWFKl1RnS9B4AaABAg.9F-p8_Hvqjj9SHIKZ-I5qS,@Extra Victory actually koinegsegg will do it. Then Henessey will beat them. Then SSC will beat them. Then Bugatti will have a new car and take the crown again. The cycle continues., Victory actually koinegsegg will do it Then Henessey will beat them Then SSC will beat them Then Bugatti will have a new car and take the crown again The cycle continues,5
497,UgziR7KnJWFKl1RnS9B4AaABAg.9F-p8_Hvqjj9S1U9yAFXXo,It's boring to see ssc fans face now because it was fake speed and not because of an error but because they want to claim the title from bugatti. Sadly no one can,Its boring to see ssc fans face now because it was fake speed and not because of an error but because they want to claim the title from bugatti Sadly no one can,1
498,UgziR7KnJWFKl1RnS9B4AaABAg.9F-p8_Hvqjj9H7Bkl0Reot,@Zackary Horne yes, Horne yes,1
499,UgziR7KnJWFKl1RnS9B4AaABAg.9F-p8_Hvqjj9H6H7IXx8FZ,@Flables Really??????, Really,5
500,UgziR7KnJWFKl1RnS9B4AaABAg.9F-p8_Hvqjj9FUhJk7EpeM,The record that ssc set was fake (There was an error in their system) and plus Bugatti has now made the Bugatti Bolide wich can go 312 mph...,The record that ssc set was fake There was an error in their system and plus Bugatti has now made the Bugatti Bolide wich can go 312 mph,1
501,UgzEtFAAhVmvEwvtqLp4AaABAg,This is a question for anyone out there who can answer my question ... what is the start of the redline limiter on this car ? And what amount of revs the veyron was doing at 430 kilometers an hour ?,This is a question for anyone out there who can answer my question  what is the start of the redline limiter on this car  And what amount of revs the veyron was doing at 430 kilometers an hour ,1
502,UgzinfrvnWTCYvGf1tl4AaABAg,This is a question for anyone out there who can answer my question ... what is the start of the redline limiter on this car ? And what amount of revs the veyron was doing at 430 kilometers an hour ?,This is a question for anyone out there who can answer my question  what is the start of the redline limiter on this car  And what amount of revs the veyron was doing at 430 kilometers an hour ,1
