,id,content
139,Ugxvj0gWSPGrDrD1U514AaABAg.9aMOFKeNeNQ9aWcNf77K3E,Damn Brad!!! I take it you don't need contacts/lenses!!  Well spotted!!
140,Ugxvj0gWSPGrDrD1U514AaABAg.9aMOFKeNeNQ9aRcua2XKjh,@TheProman DAIM! good eyes :)
141,Ugxvj0gWSPGrDrD1U514AaABAg.9aMOFKeNeNQ9aRcSxhmEc1,@NtG Look on the bottom of the speedometer below the needle :)
142,Ugxvj0gWSPGrDrD1U514AaABAg.9aMOFKeNeNQ9aRc-DZen6l,where do you see its 1963?
143,Ugxvj0gWSPGrDrD1U514AaABAg.9aMOFKeNeNQ9aQ2iZQL5nk,"Plus, i think the ""starting rev"" peaked at possibly what could be, 1963rpm. Simply amazing!"
144,UgzK0kiCx0NNPgCwroB4AaABAg,Epic masterpieces (911s and the film). What a gorgeous commercial. Well done Porsche!
145,UgyfE0YIJlSpukHkD9B4AaABAg,"Clever, very clever! Nostalgia is a very powerful emotion that pulls at the heart...... Beautiful cinematography, beautiful 911 (both of them)!"
146,UgysaXBfWi_YG0fZcrp4AaABAg,"A masterpiece of automotive interior design. I’d love one, but I bet this will never hit the market for us “normal” buyers."
147,UgxnassuCPUc_fnCCbp4AaABAg,"Both are fantastic looking cars, well done Porsche!"
148,UgwIxZqwtrIjDMLBfQV4AaABAg,"One of the best marketing videos I‘ve ever seen before. I had tears in my eyes.
The new Sport Classic looks so gorgeous, well done Porsche!"
149,UgwIxZqwtrIjDMLBfQV4AaABAg.9aM07M5FSPA9bF1bTtul9M,Tears indeed!
150,UgwIxZqwtrIjDMLBfQV4AaABAg.9aM07M5FSPA9acHSKMNLSG,Tears!
151,UgwIxZqwtrIjDMLBfQV4AaABAg.9aM07M5FSPA9aUS9WeaBCb,tears as well !
152,UgwIxZqwtrIjDMLBfQV4AaABAg.9aM07M5FSPA9aS8PjIwYoo,"Yes, yes...non-stop blubbering...then the crying, followed by wailing and finally the tail end whimper sobbing..and, oh and don't forget the...sniveling with goober loaded sniffles, too...a real panoply of ...boohoos.....sob"
153,UgwIxZqwtrIjDMLBfQV4AaABAg.9aM07M5FSPA9aPDP7IXdtD,Yes mate!
154,UgwIxZqwtrIjDMLBfQV4AaABAg.9aM07M5FSPA9aNM-JoK_hB,Me too!!
155,UgwIxZqwtrIjDMLBfQV4AaABAg.9aM07M5FSPA9aND35NBb2r,"Me too, tears !!"
156,Ugzl-uG65MM3DwVDEo14AaABAg,"Tradição e modernidade juntos, impossível não ser uma ótima receita de sucesso!!!"
157,Ugyfh9SoVeY1rdlZ5b14AaABAg,"This masterpiece of an advertisement is truly deserving of an award, a special place in the Porsche Museum, and all the kudos to the deserving production team."
158,UgyrHP9WIykaA0CCBDt4AaABAg,Oh man I really hope I'll be able to afford a porsche one day. Stunning film.
159,UgxRfs-8NP2JmKVTMrx4AaABAg,This thing touched my heart. Thank you Porsche ❤️
160,Ugy4N07Jch7RIJzZUDt4AaABAg,From concept to execution - such perfection.
161,UgxIfBucz1juMiMs-xl4AaABAg,"When memory meets reality.
What a masterpiece."
162,UgzO_b_aV5Bk08IfBuJ4AaABAg,"Looking forward to seeing how many millions of views this gets. It deserves it. What a car, what a video"
163,Ugwk-fNoaXABThQoWp94AaABAg,This will also be sold out before it reaches the market officially 😄...and rightfully so!!
164,Ugwk-fNoaXABThQoWp94AaABAg.9aOtRlzkB4A9cQVFyLDTdh,"it’s pretty amazing that the look is still the 👀 
mind boggles"
165,UgxMWBF-PcNc-crlZQx4AaABAg,Awesome. Just awesome!
166,UgzS_8RqUpbbcA4bNkd4AaABAg,"This ad really captures that Porsche is in a league of their own. Staying true to their legacy, but tastefully modernizing it."
167,UgyNxpdMa7CWSKNQYsp4AaABAg,Great job marketing team.  This is a master piece of a video for a car with great legacy. Great approach focusing on brand value /emotions instead of just specs and numbers. My next car is going to be a yellow Porsche Boxster.
168,UgyUOFq8xEqwmbx3pox4AaABAg,"Well this is a proper car ad. Congratulations to all the people who worked for making this, and obviously thank you Porsche for building such amazing, classy 911 special edition. Porsche has no rivals!"
169,UgwwwQ5EiRCtkFVozk54AaABAg,Best automotive marketing in many many years!! Bravo to the Porsche team!
170,UgxvOunuo9kI0bYrIel4AaABAg,"This is class, I’ve owned a 911 once and I’ll always have a Porsche in my life till I pass away. Great cars with rich character"
171,UgzUMhpYlZJgPnBAgkl4AaABAg,Looks awesome. Must be great to drive with a manual!!
172,UgwgZLHenS2xvtrApt54AaABAg,Absolutely brilliant video and marketing! Great looking car too  🙂
173,UgyS5TutXLUhcIxC3Ed4AaABAg,Simply stunning commercial. It shows what is possible when all come together and lend their craft to create something very special. Kudos to all involved. ❤️
174,UgzNDwPsJURXXu0PdJV4AaABAg,"Que carro lindo, digno de tão bela voz!"
175,UgzkkyKPrtFWearLj794AaABAg,Absolute perfection. The film . The car. Everything about this is perfect
176,UgwQ6eta-zXlO2XO0sN4AaABAg,I love this car!!! What a masterpiece!
177,UgzOygoabtP8fXGSVOx4AaABAg,"What a masterpiece, i love 911, such a great job done by this historic manufacture!"
178,UgxKvdWiOr5Bpof0fLB4AaABAg,"Nicest commercial ever, to me :) Like Mrcss wrote below the setting, the ambience, the fashion, the music chosen, the then and now...all can easily stir my imagination and vision and I can dream of and see myself and my wife living the dream."
179,UgwpN9jFZYkJnREUuil4AaABAg,"This video was freaking awesome, fell in love with the car even more 😍"
180,UgwTLP1LaqZ5KYFqTbF4AaABAg,"Lovely video. Perfectly captured that sweet, nostalgic feeling. Would love to own a 911 one day."
181,UgwTLP1LaqZ5KYFqTbF4AaABAg.9aLJxvG6BNf9bDvRddIVe3,as a porsche collector i love this video.
182,Ugw3_3TIizahdgZbPi54AaABAg,"Fabulous car! Annoying that only VIP customers can get one. I remember the last 911R release. One, of few, sold to Sweden was on the 2nd hand market after like 2 years, with the amazing enthusiast mileage of like 30km... That initial buyer should never ever again be allowed to buy a limited-edition Porsche."
183,UgwrMxaEy7klAIHLb_N4AaABAg,One of the best ever made 911. Great video and architecture!!!!!
184,UgyWIIsA82KSGyffIsB4AaABAg,"What a masterpiece. Needs more engine sound, acceleration and downshifts."
185,UgwXQlkzCO7QRCHSg3Z4AaABAg,"Absolutely stunning both the car and the video, thank you Porsche I can but dream 💭"
186,UgzN4agrvR7-8d-iuZ14AaABAg,"Masterpiece!! The French riviera on the 70s, I spend a lot of time there and recognized a lot of spots. Beaulieu sur mer, Cap Ferrat, Monaco and the roads!! Hmm, I drive a 488 Spider but maybe I should add a 911 to the garage!!! Great stuff Porsche!!!"
187,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9c0avtaWgo-,@PE I think that is the lower Corniche between Villefranche and Monaco.
188,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9c0aIRQd8AH,@PE It´s east of Beaulieu Sur Mer where many others scenes are filmed!!
189,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9c0_UD3VdmX,Does somebody knows what spot is it at 1:10 pls ? Been looking everywhere around Monaco but could find it
190,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9bXZP8wlApT,"@michael hueppeler Aha, I didn´t know!! Let´s keep looking and write here when we know!!!"
191,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9bXYy3VVTNe,@head911 I am still working on it. What I am surprised about is that NOBODY in the comments sections even mentions that the Shirley Bassey song was the title track of the 1970 movie LOVE STORY.
192,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9bX7I_4o_xS,@michael hueppeler Have you figured it out yet? I´m still looking!!!
193,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9bGk3Lp3-Nd,I am trying to figure out which hotel the movie producer is playing tennis at? I am familiar with most but not that one. Can you help me out?
194,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9afzaSYy4iE,Nice. happy for you guys!
195,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9aeWKy710Xe,@gjonno It´s only 38m2 but you have to start somewhere!! :)
196,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9ae4db550EJ,@head911 That sounds fantastic!! A dream combo!! Enjoy to the full....
197,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9ab8DlnzGAv,"@gjonno I would love to have spend some time there in the 60s and 70s. I have to imagine how it was, but now we are looking forward to creating more memories and a new era on the Riviera. A Turbo S is on order since october and our apartment in Cap Martin is ready in q1 2024!!!"
198,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9aZEBsaOyuL,@gjonno Could both of you guys add me as husband? <3
199,UgzN4agrvR7-8d-iuZ14AaABAg.9aM0pBeGqFD9aO7g-V4HpW,"I too spent several holidays there in late 60s and early 70s with my parents. This vid just says everything doesn’t it…the fashion, the roads, the lifestyle. I just love that place. Shirley Bassey soundtrack the icing on the cake. 
I drive a Porsche 981 Spyder and was planning a road trip to the Pyrenees this year, but not any more, the Cote D’Azure is now my destination. Please do add a Porsche to the 488 Spyder 👌"
200,Ugxwg8EqIU-jZwUXDXd4AaABAg,What a badass short film for a car! Great job Porsche that was classic and timeless ⭐⭐⭐⭐⭐
201,UgwvkYkqPeaBOe59sy94AaABAg,I own a Porsche taycan and i love how it has a modern touch to it while rocking the classic design
202,Ugwmifcs2u63OjH6bCt4AaABAg,Absolutely perfect!! About this car no words to describe
203,UgwPfqtQu4VTj497WqN4AaABAg,"The fact that at 0:31 the number plate reads 1973, which is the release year of the Porsche 911 Carrera RS if I'm not mistaken, is so beautiful!"
204,UgyfhiNmfiG_WEbsa7p4AaABAg,"The car of my dreams, I love Porsche ❤️"
205,Ugx-XTxtHxrVXUBl-3V4AaABAg,"Damn this is why Porsche is my favourite manufacturer. Always keeping the driver in mind, and never forgetting their roots."
206,UgytDYxVJel_i_BflPZ4AaABAg,El auto con más historia. Precioso 💖
207,Ugx6wCt95fGgCp85vCJ4AaABAg,absolument fabuleux. Merci pour cet énorme frisson ❤
208,Ugw765aTuRyc-5Qex6Z4AaABAg,"Porsche for sure is the best, keeping the design like the classis ones. Thank you! Porsche."
209,UgxtknF7RbXfV2sLyGF4AaABAg,"Well done Porsche, brilliant intro to the new Sport Classic."
210,UgxzTQV5iLA8vTIBd5d4AaABAg,"Absolute magnificent, I have again goose skin watching this masterpiece."
211,Ugzvwi0gtJDFxxj6iRF4AaABAg,1:28 What a great shot and polished color grading. Porsche and the place looks outstanding…
212,UgwffKBAJkLx9lFDkkp4AaABAg,"One of the best launch PR film so far , it’s classical with heritage both on this film and her limited edition of course!"
213,Ugxz9tvJTvdEgppMJAR4AaABAg,"Love love love this ad. The idea, the scenery, the music, the shots, the sequences. Love it."
214,UgwZOo54sv1Scvj-pg54AaABAg,"an another Masterpice, thank you Porsche for so much fun and emotion!"
215,Ugwqu00fVWc6HWikPpV4AaABAg,Two words. Timeless masterpiece
216,UgyTl6QVQdNgQYZzDjZ4AaABAg,Magnifique Film pour une voiture iconique : la RS et la musique est tellement bien choisie. Bravo pour cette réalisation 👏👏👏
217,UgztVgAaIdOM3Ymf9np4AaABAg,"bravo beautifully filmed and presented, Porsche seems to one up themselves each time"
218,UgwSDkPr_du_1-ee1354AaABAg,"How can you not love this car, the brand….just on another level"
219,Ugz2SR1zazg2bHVJj4N4AaABAg,Just wonderful! A superb masterpiece.
220,UgwJx8Qsa4clxq_E-vB4AaABAg,"the classic is stunning, this MV is magnificent, great pick bgm ❤️❤️ loving it"
221,UgxKE15kFIwNRpQkpSF4AaABAg,"Never had I recently love a commercial as much as this, making me dream much more to own one"
222,UgwHXGBOFS2I8OhNd2N4AaABAg,"This is history a special piece of art a car made to be driven, engine roaring,the looks,the driving, a true enthusiast car"
223,UgzMl1B_b7kanYM0Je94AaABAg,Love the new Sport Classic…but even more would love to time travel back to 1963 and be driving the old Porsche around the Mediterranean coast.
224,UgzdtTOmzJ6uEGjG2Op4AaABAg,Great short film! Hope to encounter this amazing new Porsche 911 Sport Classic on the road someday.
225,Ugzugyte_QUI4eYLjSR4AaABAg,Incredible how Porsche engineering team put together past present and future! 😍💙
226,UgyYzCJsg6snU8RRP8h4AaABAg,Perfect blend of beauty and amazing engineering
227,UgxQyeCOorAdQp6EyO14AaABAg,This is absolutely amazing!
228,UgxIpT25lapKIupiIXx4AaABAg,"Sehr schön!
Auch noch in meiner Lieblingsgegend.
Vielen Dank und Erfolg mit dem wunderschönen neuen Modell.🍀"
229,UgzfkMSpAtxJM-Pix0h4AaABAg,"""The 911"" has always been the benchmark. Like it or hate it, it always drives beautifully, it always gives you great feedback while driving and it has a distinctive look. For example, if you hear a train of GT3 cars come by, you hear V8s and V10s all together. Very nice and all, but then there is that one GT3 R that sings with 9000 rpm, with the cute beetle eyes ready to take on whoever has the biggest displacement and beat them in the corners. BIG fan of the GT3 R..

My dad used to own a 911 so I was grown to love them eventually, which would make me obviously biased. But that doesn't take away from the perfection that Porsche is aiming for. This brand will continue to turn heads in EV times, the Taycan has got some negative backlash, but if you are going to take a drive, IMO that's the only EV that's made with passion for driving instead of joining in on the hype. Change my mind."
230,UgxXRFUJdMY0fev6AHt4AaABAg,"Superbe vidéo et magnifique mythe automobile.
911 for ever ❤"
231,Ugx0hh5wi3M-vYCmGTx4AaABAg,"Simplemente perfecto.😍
No se puede decir más.
A ver si me toca la lotería y queda alguno 😔"
232,UgyVFcPa6Pl5IJgbgNV4AaABAg,"Très joli film avec de superbes images , tout ça sur une belle bande son, un voyage dans le temps extraordinaire 😎😎"
233,UgwKc1VgaXI_P7YMdhN4AaABAg,Bravo! Absolutely beautiful production.
234,UgzfxZyFo4HN3ez8MiV4AaABAg,"Hermoso, hermoso carro, beautiful, beautiful car; I in love with the new Porsche 911 sport classic 😍😍😍😍😍😍😍😍😍✌️✌️😎"
235,UgyGxu8xrwvHl5_5OJh4AaABAg,This was an absolutely thrill to watch. So lovely.
236,Ugzt9n4bWJ7JqLydf3J4AaABAg,Great film. I salute the makers. And thank you Porsche for existing.
237,Ugz-XPDRsMwnn4yHmtV4AaABAg,"everythng absolutely perfect, including the 1963 km on the odometre,  only thing missing is the drifting at the very last scene.  manual shift wiht RWD, you would have expected the fish tailing off the gravel.  BRAVO!"
238,UgzlRWRY0zsi-CCekqp4AaABAg,How can one go past this sport classic without hitting the like 👍
239,UgxB4Xe7gm7nEwkcULx4AaABAg,Beautiful beyond my words could explain 😍
240,UgxZbWvuKrVs0LcVh-J4AaABAg,Did some canyon shredding in a ‘73 RS a few weeks ago. Good stuff. Glad Porsche still respects the need for manual transmissions for all us gear heads out there!
241,UgxApX1R-_l7GYx74TB4AaABAg,I will always love the 911 for the rest of my life
242,UgwzWZdFLHV5E4DHaHh4AaABAg,Incrível!
243,UgyxzOgiDPVEW1UutTV4AaABAg,Incrível!
244,Ugyf340kbwUQjeRx5wR4AaABAg,"Bravo Porsche, this was fantastic 👏🏾👏🏾👏🏾"
245,UgyTrsJEG80z5ig3rYN4AaABAg,"After watching this a dozen times or so I realize there's nothing about horsepower, torque, top speed, or 0 - 60 times. It's all about making an emotional connection to a time, place, and lifestyle that most people didn't realize they aspire to. It is a truly brilliant marketing piece. Congratulations Porsche, I don't know how many cars you will sell because of this, but I do know you've somehow touched many many hearts."
246,Ugxbag4DktRWYJ2hDil4AaABAg,Very cool 911! Very cool to have manual gearbox! And probably the best car add ever!
247,UgxUvOkAsBUA9DGvBW94AaABAg,At this day and age the word perfection is nearly impossible to use. In these 3 minutes everything I saw and felt was simply PERFECT
248,UgxdE1btYVTYGwgOW5h4AaABAg,Beautiful short film representing the finest and most pure of all sports cars!
249,UgyECT3uXOpzP3w0fSp4AaABAg,This was so enjoyable to watch! Now I need a better job to afford one hahaha
250,UgwjF8VyuZu3q284MWl4AaABAg,Simply Wow I love the old 911 and the new ones and this is what Porsche was missing
251,Ugz8cG7bbL1yzJXTndN4AaABAg,I usually hate adverts of any kind with a passion. But this was truly beautiful...
252,UgxDobKTdhBgcOB9f2l4AaABAg,Makes me nostalgic of a time I never knew. But life seemed so much simpler/happier back then...
253,UgyXjEJhFpCaoGsElHt4AaABAg,"Thank you Porsche!
An excellent advertising, entertaining with quality.
Good it did not fall for political/social media constructs."
254,UgzljdAA5T-KusIgb_h4AaABAg,Give that marketing team a rise! Masterpiece  Love my 930
255,Ugw6TwFPZCRh7KrX-RR4AaABAg,Right into the feels! Pure heritage
256,UgzfKH8Q1sv18jj3Nfd4AaABAg,"Classic Analogue gauge cluster, a manual transmission ❤ and a Porsche. There is no better combination"
257,UgzHrjYv5dS-dp05H2N4AaABAg,it's the 21st time I've seen this commercial now and it keeps giving me goosebumps.
258,UgxmuaS2C91ex4wdDYN4AaABAg,Iconic Car in one of the best commercials ever seen.
259,UgwOT2uGMuoJmUrIiOB4AaABAg,Beautiful masterpiece and such a classy advertisement for it - can it get any better?
260,UgwOT2uGMuoJmUrIiOB4AaABAg.9aLEjVzkl2D9aLjPVsImlQ,"@SY Chen True... But oh well, Porsche won't be a Porsche as we know now if everyone can afford one!"
261,UgwOT2uGMuoJmUrIiOB4AaABAg.9aLEjVzkl2D9aLeUk5Q1F3,could be available to mere mortals...
262,UgwdOVZb-aeCPzwVhMx4AaABAg,"Hands down VW Group makes the finest car commercials. By far this is one one of the best car commercials I've seen followed by VW GTI ""My Way"" by Frank Sinatra"
263,Ugzw5mC5TPuj9K15f8N4AaABAg,"Love it. What memories
I'm 68, and this is a wonderful ad, complete with the voice Bond, 
Shirley Bassey"
264,UgyiNHxxcoh7Pse4G1d4AaABAg,"An absolute emotional drive which would not have been possible without the music of Shirley Bassey 👌

Nothing is perfect, but this is perfect....

..Theme
..Place settings
..Cinematography
..Product timeline
..Shirley Bassey"
265,Ugw7veqYPHvMkr_CGx94AaABAg,Pure perfection. thank you porsche...
266,UgzK-9ZudQiv26NMRTh4AaABAg,Absolutely in love with this video! Well done Porsche!
267,UgzDe0ZwD-rfLlBrvsV4AaABAg,"I love this song. Absolutely the most stirring clip, that really captures the romance of motoring."
268,UgxeAP-MrwQlMBdCEd14AaABAg,The most impressive thing is that this couple has managed to age only about 30 years over the past 60 years.
269,UgxNc9dRb41fLwhL_6F4AaABAg,"This piece was a literal time machine. Wow! Genius! Music choice, story, film technique, wardrobe, location. LORDY! I felt time go backward! *GASP* BRAVO!!"
270,UgyLfbjf3BR-ntNuWJ14AaABAg,"What an incredible piece of media!
The song screams the passion that any ""Elfer"" embodies... 💕"
271,UgwSUFvaSk91BEA2VQR4AaABAg,"Oh, my 🔥 Classic! This car design, interior design, exhaust sound and style of life 😍
Porsche - brand that motivates you to reach your goals and be successful! 😎"
272,UgzqP5X4ZXgUj0LSr714AaABAg,I love everything about this film “except” a vintage Leica M3 in the old footage and perhaps a new Leica M in the 911 R. This could have been a great collaboration with Leica especially when you consider that an “M”Leica user is an enthusiast that prefers manual controls. They are both brand loyal to the point of true fanaticism and “find” the $ to pursue their passions. Heh Porsche if you like my idea ? in lieu of payment I would prefer to become a more “competent” driver … and if you have an extra 911 R gathering dust somewhere perhaps you could loan it to me in which case I would do my best to put a million miles on it in less then 10 yrs. before going to a more deserving spot in your museum. By the way did you ever get my letter about using  the voice of Marlene Dietrich for your computer/navigation system ?
273,Ugw81-jCJSdShgrbCcN4AaABAg,Love the classic taste of the movie. It’s really bring me back to the time...
274,UgyUzjMrWJL5ZhFlJYZ4AaABAg,"Porsche makes me so proud of my German origins🇩🇪 The 911 is truly a masterpiece.

Except that G for CO2/285g per km emission Porsche do something 😂"
275,UgxTLYxeeDigZsXGash4AaABAg,"The advert is a masterpiece.
The Porsche is beautiful.
I just did my “O” face."
276,UgxTLYxeeDigZsXGash4AaABAg.9aLFKgwwc1E9cQVMeXT2AP,Ooo
277,UgyN14KSZsUZKbEsrXZ4AaABAg,Masterpiece 👌🏻👏🏻🏆
278,UgxVmw_hV9yUf0rllHl4AaABAg,Absolutely amazing car
279,UgyuLcbCYGo8qW2SU2p4AaABAg,"If I were to be lucky enough to have a wedding video, I would want it to be just like this. And of course, the 911 included 🤩"
280,UgxW6aZtNoGfVr-Xz9h4AaABAg,Bellissima !!! This car is .....  my dream 😍😍
281,UgwofscEaxFanholNUp4AaABAg,"Very cool commercial.   Porsche still has the best advertisements.  Now, I want more of their new cars in modern movies like they used to do in the past."
282,Ugz0SMgQyrWOgCQMLyB4AaABAg,"Elegant, stylish, and one of the most beautiful cars ever made."
283,Ugyyk51CKfOy0oa9o994AaABAg,"wow, the commercial was a masterpiece. this had a real 60's james bond vibe to it..."
284,Ugxl21D9GbpRYKrLLLJ4AaABAg,Speechless....beautiful short movie. Hopefully can get one of these sport classic. Excellent job Porsche.
285,UgyvKDKLm-AAKX5sdqZ4AaABAg,Me encanta ♥️
286,UgzslDaOvj0APjqACW94AaABAg,Masterpiece ❤️👌
287,UgxmZHMXp82waqo4iPl4AaABAg,Simplemente hermoso.
288,Ugyhywi_GNVtsVs4QWh4AaABAg,"Absolutely amazing, I can't wait to buy my 911 next yr"
289,UgzKOP2RS1fhXymJJr14AaABAg,What a masterpiece. Everything about that car is special. Amazing.
290,Ugw4mEe2W8eReF3HV314AaABAg,What a Stunning car. i'm absolutely in love
291,UgyG2wPI--nJlUHwwHt4AaABAg,"Stunning film, iconic cars, and the incomparable Shirley Bassey 😍"
292,Ugx4Kfm1IAGNGezbSEd4AaABAg,"That car never gets old..... just love this spoiler, looks like old 1960 days"
293,UgzBcI8_n5R-sDF4oyJ4AaABAg,You always keep my dream of having a Porsche alive. Good job. One day...
294,UgxYUUTxKf0urSiFSqV4AaABAg,I can't describe my emotions after watching this movie. You exceeded my expectations
295,Ugw9yobO7d2VVvnPiCd4AaABAg,"Amazing concept, lovely!"
296,Ugz9nELqogd73LlzlcF4AaABAg,lindo perfeito digno EXCEPCIONATE!!!! que carro meus amigos que carro...
297,Ugziw7Yf6hDCOPBuX994AaABAg,Timeless perfection
298,Ugwd7TYfx5V6YMHjc6d4AaABAg,"For me, the best 911 I've never seen !!!"
299,UgzG-h4hp9prkp-Vo1l4AaABAg,Spectacular work as always
300,Ugx72_zQQ4szqgGjeB94AaABAg,"... *regret* that feeling when you realise you can only 'like' the YouTube clip once ...
@Porsche - absolutely beautiful"
301,Ugxvxiker1nVdXDPTz14AaABAg,Outstanding film. I loved it!
302,UgymxaSA9Re_grUTtW54AaABAg,"Was amazing, Is amazing, will always be amazing.....

Keep going Porsche! I love your designs, never ever change them, keep them like this!"
303,UgwSHjKXIKwLFjB44Gp4AaABAg,"Oh the nostalgic beauty of this film. I first met my beautiful wife many years ago as she climbed into my dark blue pristine 964. We fell madly in love, got married and she insisted I sell the car.
Oh boy I miss her."
304,Ugx5RjwNYRwKpg8DIVZ4AaABAg,Awesome! Amazing! Astounding! - But I bet this will only cost a cool million down here in Australia 🤦‍♂️
305,Ugw21Ywu81_WcXb12KZ4AaABAg,"Brilliant!     great car concept, awesome video"
306,Ugyo_o2aLjf3Wvuvks54AaABAg,"Aside from the technical masterpiece that this movie is....it stirs many emotions...you feel love, passion, desire, nostalgia, adrenaline  and much more. ❤️Porsche"
307,Ugxgjf-KiYWPOjdfBRF4AaABAg,"Excelente, assim como tidos os carros da Porsche"
308,Ugyxw5JFu1zuucnZI5N4AaABAg,"Manual. Then, now, always. 💪❤"
309,UgyPQpLi143bWahkO5R4AaABAg,"Wonderful commercial ❤️ Porsche, summer, love..."
310,UgyqnvYt-K4Qjfgg3UR4AaABAg,There's no denying it. Once you see a Porsche you'd know it doesn't belong to the normal class of cars made for mankind.
311,UgzXVi6hRqzbssemTHd4AaABAg,"Simply brilliant short film, absolute quality hats off to the film crew and editing"
312,UgyuiN3C-pAqViFDxdt4AaABAg,"Magnificent, both the video and the car"
313,UgwzJ8I3fIV85wOvEG14AaABAg,"Very well done! watched it 5 times, and a great song"
314,UgxmV7j3HyZ_tXPGXVR4AaABAg,That is a BEAUTY... an absolutely amazing video! :D I LOVE IT!!!!
315,Ugz_Z_X2_JbzrTYvyg14AaABAg,"Superb piece of advertising, I loved watching this (and the car). 

Does anyone have any idea where this was filmed?"
316,UgwRvCuQ3a8FTJElHtN4AaABAg,"As a three times 911 owner, I'm thrilled by this film."
317,UgwNDPpU4rI671n-wqR4AaABAg,I can’t express my feelings! 🥺 porsche is love!
318,UgwVSsSPUaRBPIyfF6d4AaABAg,a masterpiece!
319,Ugwycg-pG4jD5ibvMI14AaABAg,"Not bad, but having watched this just now, my dream car is still the 997.2 Porsche Sport Classic 👌😁😁😁. The ducktail and wheels on the 997 version cannot be beaten by this newer version of yours in my book anyway 🤘"
320,Ugxk4Y7998dvGY4ak654AaABAg,Renting a Porsche 911 in Hawaii for the weekend is the best memories of my life so far. This video basically describe the same feeling that i felt on that weekend.
321,UgyOqi2FKWmgKsirXCR4AaABAg,"Simply cool.... everything .... the song, the images and off course the car. What a thing of beauty."
322,UgwQrnCBPC-vAPolXdp4AaABAg,Watched it 5 times in a row. Speechless.
323,Ugz5qL3qrg6P1N8VviR4AaABAg,"Wow, just wow. Very well done!!!!"
324,UgyvnK2eqsRe-ZszKgl4AaABAg,"nice video , nice post production , nice photoshoot , congrats to Porsche , congrats to the advertising agency and all girls and guys there work on this amazing project"
325,Ugy-q37Axra6UsePSn94AaABAg,What else can I say? Magnificent ❤
326,UgwtzBWaU4qLtoUDyVp4AaABAg,Breathtaking ❤
327,UgxU7E6Wtd-QziODF414AaABAg,Beautiful car!
328,UgxLb7MGTHo-p9K5VpJ4AaABAg,What a amazing film of the 911 Sport Classic🤩
329,Ugxg7KhwPPF3KPXxVyd4AaABAg,Such a beautiful commercial... I'm tearing up with this music and cinematography.
330,UgxwT2G4niKUgbSfERV4AaABAg,"Wow, I love this film.  Great song.  My parents loved listening to Shirley Bassey.  It took me back to my childhood."
331,Ugz21mIzqxs_QOozJy54AaABAg,Perfection. Pure perfection!
332,Ugx327w-_QAEHAZ07p54AaABAg,Oh please make this kind of content on monthly base! Very well done!
333,Ugw7lr1WpGJ0oLUQyJN4AaABAg,Oh my God!!! A classic  reborn. TRULY ASTOUNDING
334,Ugy3Qqmn6w9eVNn9Kad4AaABAg,Maravilloso spot!!! Adoro esta marca. 😍😍😍😍
335,Ugy8gesGID_jzywZRp54AaABAg,Simply perfect.
336,UgySDJyr7P90883XTDd4AaABAg,An absolute work of art... instant like... 👍🏼👍🏼👍🏼
337,UgzR0MYQS3FBUEPBkw94AaABAg,To still put out a manual gearbox in 2022 that‘s fantastic❤️
338,UgylBC92gk4pe5Few_V4AaABAg,That car is work of art😎👑❤
339,UgzB1cIJvAFK0huAMjV4AaABAg,"What an amazing film. The seventies decor, furnishings, furniture, telephones, attire, etc. must have been difficult to reproduce.  The RS was probably the easiest object to source."
340,UgzB1cIJvAFK0huAMjV4AaABAg.9aNAzWCynq79b3BdCDiEsH,"I absolutely LOVE 60's and 70's design! I wish, today's world had the look and feel of that era..."
341,UgxO_r_jpmRtrzk-vHx4AaABAg,"oh man I'd really love to drive a 911. Kinda unachievable buying a new one, used ones are risky."
342,Ugw8yIgDYUtKxijnMch4AaABAg,"There are car adverts that gives you tons of info, there are those that gives the wow factor...
Then there's this advert, which makes you fall in love with Porsche all over again..."
343,UgyJkN8jSsDmV2ePk_B4AaABAg,Thank you for this beautiful video. I had goose bumps.
344,Ugy8jFz4fWERu6Tbua94AaABAg,Oooof ..... this hit hard.... gorgeous in every respect ...
345,UgwruAxU3LT8zGK7LtF4AaABAg,"The Roma commercial guys really held your beer. Love it!

Although, I really love that one too. Both are very classy with great music!

Great Job!"
346,Ugwd7BI7DCvJQzFJI654AaABAg,Magnifique 🥂
347,UgwB4VTiduuCh7ysePt4AaABAg,"Stunning Car, perfect soundtrack, wonderful ad"
